공사장:물적사고	거푸집을 제거	PC벽체가 전도	o 당초 현장타설로 설계된 배수문 차수벽 콘크리트를 연약지반의 토사전도방지 및 공기절감을 위하여 계획변경 승인 없이 현장타설 대신 프리캐스트 콘크리트(PC)로 변경시공 하던 중 전도방지 지지대 등을 사전에 설치하여 안전을 확보하지 않은 상태에서 <e1>거푸집을 제거</e1> 하여 <e2>PC벽체가 전도</e2>되어 거푸집제거 근로자 1명이 협착 사망.
공사장:인적사고	PC벽체가 전도	근로자 1명이 협착 사망	o 당초 현장타설로 설계된 배수문 차수벽 콘크리트를 연약지반의 토사전도방지 및 공기절감을 위하여 계획변경 승인 없이 현장타설 대신 프리캐스트 콘크리트(PC)로 변경시공 하던 중 전도방지 지지대 등을 사전에 설치하여 안전을 확보하지 않은 상태에서 거푸집을 제거 하여 <e1>PC벽체가 전도</e1>되어 거푸집제거 <e2>근로자 1명이 협착 사망</e2>.
공사장:물적사고	연약지반이 침하	크레인이 전복	o 도시생활형 신축공사장에서 기초바닥 공사 후 1층 기둥 철근작업을 위해 이동식크레인(14톤)으로 자재를 운반하던 중 운전석 뒤쪽 아웃트리거 위치의 <e1>연약지반이 침하</e1>되면서 <e2>크레인이 전복</e2>되어 인접 다가구 주택 2곳이 일부 파손되었으며, 인근 거주주민 1명이 놀라 쓰러져 병원으로 이송, 인명피해는 없음.
공사장:물적사고	연약해진 지반	크레인이 전복	o 받침목위에 아웃트리거를 설치하였으나, 강우로 <e1>연약해진 지반</e1>이 이를 지지하지 못하고 아웃트리거가 지반에 박히면서 <e2>크레인이 전복</e2>된 것으로 추정.
공사장:물적사고	갑작스런 반력이 작용	연결부위가 파단	o 크레인 와이어가 끊어져 <e1>갑작스런 반력이 작용</e1>하여 크레인 상부 마스터와 메인집 <e2>연결부위가 파단</e2>된 것으로 추정.
공사장:물적사고	지붕보가 횡좌굴	붕괴	o 18개 골조를 일괄 시공하고, 벽면가새를 설치하지 않은 상태에서 중도리 및 솟을지붕 등을 설치하였으며, 시공이 완료되지 않은 상태에서 당김줄을 사전에 제거하였을뿐 아니라, 쐐기 또한 미리 제거하여 이에 따른 기둥 기울음 등으로 <e1>지붕보가 횡좌굴</e1> 되면서 연쇄적으로 <e2>붕괴</e2>
공사장:물적사고	PEB메인 부재	전도가 발생	o 철골 메인부재 설치 완료 후, 중도리 작업도중 <e1>PEB메인 부재</e1>에 횡비틀임 <e2>전도가 발생</e2>되어 근로자 1명 사망, 3명 부상.
공사장:인적사고	전도가 발생	근로자 1명 사망, 3명 부상	o 철골 메인부재 설치 완료 후, 중도리 작업도중 PEB메인 부재에 횡비틀임 <e1>전도가 발생</e1>되어 <e2>근로자 1명 사망, 3명 부상</e2>.
공사장:물적사고	과굴착 및 편토압	부등침하가 발생	o 해당 빌라를 신축하기 위하여 흙막이 벽체를 설치하고 굴착하는 중 <e1>과굴착 및 편토압</e1> 등의 원인으로 굴착배면의 기존 건축물이 굴착방향으로 <e2>부등침하가 발생</e2>한 사고임.
공사장:물적사고	자중을 견디지 못하고 전도	붕괴	o 공장 사무동 증축(2층, 577㎡)을 위한 PC건축물(2층)의 2층 지붕 중공슬래브 시공(19개 슬래브 중 15개 시공된 상태)중 한 개의 PC기둥이 슬래브 등의 <e1>자중을 견디지 못하고 전도</e1>되어 구조물이 연쇄적으로 <e2>붕괴</e2>.
공사장:물적사고	그라우팅 주입작업	상부암반이 붕괴	o 암사면(높이 약 10m)의 사면안정화 작업을 위해 작업자가 스카이차량의 작업대(버켓)에 탑승(높이 약 4m)하여 하부암반 보강을 위한 <e1>그라우팅 주입작업</e1>(Soil Nailing 공법) 중 <e2>상부암반이 붕괴</e2>하여 근로자 1명이 매몰되어 사망.
공사장:인적사고	상부암반이 붕괴	근로자 1명이 매몰되어 사망	o 암사면(높이 약 10m)의 사면안정화 작업을 위해 작업자가 스카이차량의 작업대(버켓)에 탑승(높이 약 4m)하여 하부암반 보강을 위한 그라우팅 주입작업(Soil Nailing 공법) 중 <e1>상부암반이 붕괴</e1>하여 <e2>근로자 1명이 매몰되어 사망</e2>.
공사장:물적사고	연약암반 보강	파괴가 발생	o 체육관 시공을 위한 비탈면 굴착작업 후 <e1>연약암반 보강</e1>(Soil Nailing) 중 상부암반이 절리면을 따라 쐐기형 <e2>파괴가 발생</e2>한 것으로 추정.
공사장:물적사고	절리면 및 파쇄대의 영향	붕괴가 발생	o 강우에 따른 지표수가 절리면을 따라 침투하여 절리면 마찰력이 감소하였고, 파쇄대가 보강완료시 까지 자립하지 못하여 <e1>절리면 및 파쇄대의 영향</e1>으로 연약암반 부분이 쐐기형 <e2>붕괴가 발생</e2>된 것으로 추정.
공사장:물적사고	작업하중	파단	o 크레인 붐대가 사전에 손상 또는 균열발생으로 <e1>작업하중</e1>을 견디지 못하고 <e2>파단</e2> 되었을 수 있음.(국내도입 후 8년경과, 현장 투입전 장비검사 실시)
공사장:인적사고	크레인 붐대가 파단	인근근로자(3명)중 1명 사망, 2명 경상	o 제2여객터미널 지붕트러스(철골) 설치를 위하여 이동식크레인(550톤)으로 트러스(43톤)를 인상하여 조립하던 중, <e1>크레인 붐대가 파단</e1>되어 <e2>인근근로자(3명)중 1명 사망, 2명 경상</e2>.
공사장:물적사고	동하중	붐대 파단	o 크레인이 트러스를 인상하여 조립하는 과정에서 크레인이 위치이동을 위해 움직이던 중 <e1>동하중</e1>을 이기지 못하고 <e2>붐대 파단</e2>.
공사장:인적사고	이동식크레인이 2차적으로 전도	작업자 2명 사망, 6명(중상2명) 부상	o 4층 규모 건축물로서 철골 주기둥 8개 설치 후 3층 높이의 철골작업 중(가조립상태, 높이 25m) 서쪽에 위치하고 있던 이동식크레인의 반대편인 동쪽방향으로 철골구조물 전체가 1차적으로 전도되면서 인양 작업 중이던 <e1>이동식크레인이 2차적으로 전도</e1>되어 동쪽에서 작업을 하던 콘크리트공 <e2>작업자 2명 사망, 6명(중상2명) 부상</e2>.
공사장:물적사고	가조임 철골구조의 진동주기와 유사한 돌풍	크레인과 동반 전도	o 사고발생된 대공연장 주무대 부분의 철골구조물(28m)은 볼트가 약 20% 체결된 가조임 상태이며, 주골조 플레이트 바닥 쐐기시공이 부분적으로 누락되어 외부에서 가해지는 미소한 횡하중에도 전도 될 수 있는 임계상태에 도달하여 <e1>가조임 철골구조의 진동주기와 유사한 돌풍</e1>에 의해 작업 중인 <e2>크레인과 동반 전도</e2>된 것으로 추정.
공사장:물적사고	시스템동바리가 좌굴 변형	상부슬래브(폭 15.5m)가 붕괴	o 교량상판 콘크리트 타설중(1,500㎥ 타설계획중 약 1,000㎥ 타설) 하부의 <e1>시스템동바리가 좌굴 변형</e1>되면서 <e2>상부슬래브(폭 15.5m)가 붕괴</e2>됨.
공사장:인적사고	브라켓이 파단	근로자 12명이 약 7m 아래로 추락	o 탑다운 공법으로 지하층 공사 중 지하5층 바닥 콘크리트를 타설하다가 엄지말뚝에 용접된 <e1>브라켓이 파단</e1>되어 브라켓 상부의 베개보와 철골보가 내려앉으면서 슬래브 상부에서 타설 작업을 하던 <e2>근로자 12명이 약 7m 아래로 추락</e2>.
공사장:물적사고	브라켓이 탈락	슬래브가 붕괴	o 벽체 엄지 말뚝에 설치된 브라켓의 용접상태가 매우 불량하여 콘크리트 타설 중 <e1>브라켓이 탈락</e1>되어 <e2>슬래브가 붕괴</e2>.
공사장:물적사고	브라켓이 탈락	슬래브가 붕괴	o 벽체 엄지 말뚝에 설치된 브라켓의 용접상태가 매우 불량하여 콘크리트 타설 중 <e1>브라켓이 탈락</e1>되어 <e2>슬래브가 붕괴</e2>되었음
공사장:인적사고	작업대가 흔들림 및 붕괴	추락 3명이 부상	o 보수보강공사 작업을 위해 공중비계를 설치한 <e1>작업대가 흔들림 및 붕괴</e1>되면서 근로자 4명이 7m아래로 <e2>추락 3명이 부상</e2>.
공사장:물적사고	불안전하거나 외부의 물리적 힘	전도되면서 발생	o PSC 거더가 받침위치에 셋팅되면 거더 전도방지를 위한 지지작업(버팀대 또는 와이어로프 고정) 완료 후 거더 인상을 위한 크레인에 연결된 와이어로프를 해체하여야 하나, 거더 전도방지를 위한 조치가 미흡 또는 <e1>불안전하거나 외부의 물리적 힘</e1>에 의해 거더가 <e2>전도되면서 발생</e2>한 사고로 추정.
공사장:물적사고	시스템 동바리의 좌굴	붕괴	o 보 하부에만 시스템동바리를 설치하고, 시스템동바리간 수평 연결하는 연결관(강관 pipe) 부족시공 및 부실설치로 <e1>시스템 동바리의 좌굴</e1>에 의한 <e2>붕괴</e2>로 추정.
공사장:인적사고	슬래브가 붕괴	근로자 5명이 3층 바닥으로 추락하여 부상	o 건학기념관 다목적 홀(5층) 옥상슬래브 콘크리트 타설 중 <e1>슬래브가 붕괴</e1>되어 콘크리트 타설 중이던 <e2>근로자 5명이 3층 바닥으로 추락하여 부상</e2>.
공사장:인적사고	쌍줄비계가 꺾여	작업자들이 4층 높이에서 추락	o 외부비계 설치는 5층까지 되었으며, 5층 해체를 하고 4층 해체 작업을 하다가 3층 부근에서 <e1>쌍줄비계가 꺾여</e1> <e2>작업자들이 4층 높이에서 추락</e2>.
공사장:물적사고	외부비계의 내하력이 저하	붕괴사고 발생	o 외부비계에 가새가 설치되지 않았고, 외부비계 해체시 순차적으로 해야하는 외부비계 고정대(벽연결재) 제거를 한꺼번에 먼저 해체함으로써 <e1>외부비계의 내하력이 저하</e1>되어 <e2>붕괴사고 발생</e2>.
공사장:물적사고	자중 및 부직포하중	좌굴	o 강관비계의 벽 연결재를 수직/수평 각각 5m 이하마다 건물벽체에 설치하여 고정하여하나 공사 마무리를 위해 사전 제거하였으며, 분진비산방지를 위해 비계에 설치한 부직포가 비에 젖어 비계가 <e1>자중 및 부직포하중</e1>으로 이기지 못하고 <e2>좌굴</e2>됨.
공사장:물적사고	자체하중	강관비계가 좌굴	o 외벽에 설치된 강관비계가 <e1>자체하중</e1>을 견디지 못하여 지상 3층 부분부터 지상 8층까지의 외벽 <e2>강관비계가 좌굴</e2>되어 외측으로 튀어 나옴(약 5m).
공사장:물적사고	침하방지목의 파손	아웃트리거가 침하	o 주차장 콘크리트 타설을 위하여 펌프카를 설치하던 중 펌프카의 아웃트리거를 거치한 <e1>침하방지목의 파손</e1>으로 <e2>아웃트리거가 침하</e2>되면서 붐대에 가격되어 근로자 사망.
공사장:인적사고	아웃트리거가 침하되면서 붐대에 가격	근로자 사망	o 주차장 콘크리트 타설을 위하여 펌프카를 설치하던 중 펌프카의 아웃트리거를 거치한 침하방지목의 파손으로 <e1>아웃트리거가 침하되면서 붐대에 가격</e1>되어 <e2>근로자 사망</e2>.
공사장:물적사고	지반이 침하	천공기가 기울어져 전도	o 천공기(95톤)가 이동을 위해 뒤쪽 철판을 자체 크레인으로 들어 앞쪽에 설치 후, 뒤쪽의 다음 철판을 이동하고자 회전하던 중 한쪽 괘도쪽 <e1>지반이 침하</e1>(전날 비로 약해진 지반)되면서 <e2>천공기가 기울어져 전도</e2>됨.
공사장:물적사고	지반이 침하	전도가 발생	o 전날비로 인해 연약한 지반을 고려하여 철판을 깔고 장비를 이동하였으나, 아웃트리거를 설치하지 않은 채 회전하여 회전력에 의한 <e1>지반이 침하</e1>되어 <e2>전도가 발생</e2>됨.
공사장:물적사고	상재하중	붕괴	o 시공된 바닥슬래브의 철골용접불량 및 시공부실(추정) 등으로 <e1>상재하중</e1>(철골 및 콘크리트 자중, 작업하중)을 견디지 못하여 <e2>붕괴</e2>된 것으로 추정됨.
공사장:물적사고	시공 하중	붕괴	o 거푸집 지지대(시스템 동바리)의 가새 설치가 미흡한 상태에서 콘크리트 타설에 따른 <e1>시공 하중</e1>을 견디지 못해 <e2>붕괴</e2>된 것으로 추정.(본 건물의 지하층에는 어떠한 Support도 설치되어 있지 않음)
공사장:물적사고	슬래브가 하부로 쳐지면서 과다변위	붕괴	o PC판넬 연결부 무수축 몰탈(강도 35MPa)이 적정 강도를 발현하기 전에 미리 동바리를 해체하여 몰탈이 슬래브(PC판넬) 자중에 의한 압축력을 견디지 못하여 <e1>슬래브가 하부로 쳐지면서 과다변위</e1>로 <e2>붕괴</e2>된 것으로 추정됨.
공사장:인적사고	슬래브 일부(30m 중 17m)가 탈락	작업자 2명 사상	o 사고현장 수직구 횡갱 풍도슬래브 PC구조물의 Joint부위에 무수축 몰탈 충진 후 슬래브 중앙에 거치된 Pipe Suport의 해체 작업 중 <e1>슬래브 일부(30m 중 17m)가 탈락</e1>되어 <e2>작업자 2명 사상</e2>.
공사장:인적사고	거푸집이 붕괴	추락하여 3명 경상	o 2층 강당 무대 상부슬래브 콘크리트 타설 작업중이던 인부 4명이 <e1>거푸집이 붕괴</e1>되면서 <e2>추락하여 3명 경상</e2>.
공사장:물적사고	콘크리트 하중	붕괴 발생	o 내림시공 벽체 거푸집면의 수직·수평보강재의 강성이 부족하여 타설된 <e1>콘크리트 하중</e1>을 견디지 못하여 <e2>붕괴 발생</e2> 추정.
공사장:인적사고	발파를 시행	사고 발생	o 발파작업 전 터널 갱구부 주변의 통제를 하였으나, 발파구역에 진입한 차량에서 주민이 내려 터널 내부로 들어간 것을 확인하지 못하고 <e1>발파를 시행</e1>하여 <e2>사고 발생</e2>.
공사장:인적사고	거푸집 붕괴	작업자 1명 사망	o 친수호안 상치공(연장9m, 높이5m, 폭5m) 콘크리트 2차 타설(상부 2.5m) 마무리작업중 콘크리트 측압에 의한 <e1>거푸집 붕괴</e1>로 <e2>작업자 1명 사망</e2>.
공사장:물적사고	용접부가 파단	거푸집이 붕괴	o 거푸집을 지지하는 내부 타이바 용접불량으로 <e1>용접부가 파단</e1>되어 <e2>거푸집이 붕괴</e2>된 것으로 추정.
공사장:물적사고	누출된 gas가 Trench 하단에 축적	폭발	o 전일 절단 작업을 위해 투입된 LPgas통 및 gas관에서 밤새 <e1>누출된 gas가 Trench 하단에 축적</e1>되어 있다가 사고당일 절단 작업을 위해 불을 붙이던 순간 <e2>폭발</e2> 한 것으로 추정.
공사장:인적사고	gas폭발	근로자 사망 4명, 부상 10명	o 서울지하철 4호선 연장구간 건설공사 중 주곡2교 교대(A1)구간 하부를 통과하기위한 교대지지 언더피닝을 위해 좌우측 굴착(깊이:15m,폭:2m, 길이:10m)후 철근조립 1/3작업 중 원인모를 <e1>gas폭발</e1>(현장에 철근 절단 등을 위해 가스용접기 있었음)로 현장 작업 중이던 <e2>근로자 사망 4명, 부상 10명</e2>.
공사장:인적사고	크레인의 마스터 붐 중간이 꺾이면서	근로자 1명 부상	o 마곡역 5번 출입구 공사를 위하여 설치한 시트파일을 구조물공사(출입계단 및 에스컬레이터)를 완료하고 되메우기 완료 후 시트파일을 인발 작업 중 <e1>크레인의 마스터 붐 중간이 꺾이면서</e1> <e2>근로자 1명 부상</e2>.
공사장:물적사고	인발력을 주려고 당기자	붐이 꺾임	o 크레인에 설치된 진동햄머의 힘으로 시트파일을 인발하는 중 시트파일이 인발이 잘 되지 않자 크레인기사가 크레인의 힘으로 <e1>인발력을 주려고 당기자</e1> <e2>붐이 꺾임</e2>.
공사장:인적사고	공사장 가림막(외부비계) 일부가 붕괴	작업자 1명 부상	o 건축물 외벽 돌붙임 작업 중 <e1>공사장 가림막(외부비계) 일부가 붕괴</e1>되어 차량 7대 파손 및 <e2>작업자 1명 부상</e2>.
공사장:물적사고	좌굴이 진행	붕괴	o 건축물 외벽 돌붙임 작업을 위해 외부비계 고정대(벽연결재) 일부를 해체(2층 전면부)함에 따라 상부 가설구조물 및 시공하중에 의해 저층부에서부터 <e1>좌굴이 진행</e1>되어 <e2>붕괴</e2>(외부가림벽 높이 : 약 27m, 전체 약100m 연장 중 약 40m 구간 붕괴)된 것으로 추정.
공사장:인적사고	바닥슬래브가 붕괴	8명이 추락하여 부상	o 총 14개 바닥 슬래브 중 5개의 바닥 슬래브 con'c 타설 실시 중 3층 바닥슬래브(데크공법) 5개 바닥 슬래브 구간에 con'c를 1차 타설 완료(총 530mm 중 350mm 두께) 후 2차 타설(180mm)하던 중 2개의 <e1>바닥슬래브가 붕괴</e1>되어 작업자 13명 중 <e2>8명이 추락하여 부상</e2>
공사장:물적사고	합성형 강아치거더가 추락	붕괴	o 16년1월24일 06:10분경 발생한 남대천과 국도 35호선 상부를 통과하는 교량(남대천교)의 합성형 강아치거더를 지지하고 있던 가벤트와 하부 힌지 부분에서 탈락되어 종점측(우측 하상부)의 <e1>합성형 강아치거더가 추락</e1>하여 <e2>붕괴</e2>됨.
공사장:물적사고	힌지 받침부가 인장력을 받아 파단	전도	o 온도변화(40℃)에 의한 강아치거더의 수축현상으로 <e1>힌지 받침부가 인장력을 받아 파단</e1>되면서 강아치거더를 받치고 있던 우측 가벤트가 동시에 <e2>전도</e2>된 것으로 추정.
공사장:물적사고	약해진 지반의 침하	전도	o 공사 현장내 흙막이 가시설의 H-PILE근입을 위한 천공작업 중 작업이동을 위해 후미의 침하방지 철판(22mm)을 전방으로 이동하는 회전 중 우천으로 <e1>약해진 지반의 침하</e1>로 중심을 잃고 <e2>전도</e2>된 것으로 추정.
공사장:물적사고	거푸집이 측압을 견디지 못해 전도	슬라브가 붕괴	o Wall Girder 콘크리트 타설 중 보측면 <e1>거푸집이 측압을 견디지 못해 전도</e1>되어 인접한 건물의 <e2>슬라브가 붕괴</e2>되면서 콘크리트 타설공 2명과 인근에서 작업 중이던 목공2인, 전기공1인이 함께 추락 총 5명 경상.
공사장:인적사고	슬라브가 붕괴	추락 총 5명 경상	o Wall Girder 콘크리트 타설 중 보측면 거푸집이 측압을 견디지 못해 전도되어 인접한 건물의 <e1>슬라브가 붕괴</e1>되면서 콘크리트 타설공 2명과 인근에서 작업 중이던 목공2인, 전기공1인이 함께 <e2>추락 총 5명 경상</e2>.
공사장:물적사고	거푸집의 측벽이 터져 밀리면서	슬라브가 붕괴	o Wall Girder의 콘크리트 타설 시 거푸집을 고정하기 위한 폼타이 누락 등 긴결 및 고정상태가 불량하여 콘크리트 타설 도중 <e1>거푸집의 측벽이 터져 밀리면서</e1> <e2>슬라브가 붕괴</e2>된 것으로 추정.
공사장:인적사고	이상부분이 붕괴	작업자 2명 사망, 4명 부상	o 근린생활시설(4층)의 3층을 리모델링 공사 중 3층 <e1>이상부분이 붕괴</e1>되어 <e2>작업자 2명 사망, 4명 부상</e2>.
공사장:물적사고	상부하중을 지지하지 못해	붕괴	o 44년이 경과한 건축물(4층) 중 3층(당초 여인숙)을 사무공간으로 활용하기 위하여 인접 건물과 연결을 위한 벽체철거 공사 중 3층의 벽체가 <e1>상부하중을 지지하지 못해</e1> <e2>붕괴</e2>된 것으로 추정.
공사장:인적사고	하중제거	옹벽이 붕괴	o 지하수 유출과 옹벽바닥부를 누르고 있던 기존 건물(단층)을 철거함에 따른 <e1>하중제거</e1>로 취약해 있던 <e2>옹벽이 붕괴</e2>된 것으로 추정됨.
공사장:물적사고	연약해진 지반에 침하	크레인(50톤)이 전도	o 공사장 내 거푸집을 크레인으로 운반 작업 중 아웃트리거가 우천으로 인해 <e1>연약해진 지반에 침하</e1>되면서 <e2>크레인(50톤)이 전도</e2>.
공사장:물적사고	지반의 부등침하	크레인이 전도	o 이동식크레인 설치 운영시에는 충분한 지반 지지력을 확보하여 아웃트리거가 침하되지 않도록 깔판 또는 가목받침을 설치하여 침하로 인한 장비전도를 방지하여야 하지만, 전일 강우로 인하여 지반지지력이 충분히 확보되지않은 상태에서 작업 중 <e1>지반의 부등침하</e1>로 인하여 <e2>크레인이 전도</e2>된 것으로 추정.
공사장:물적사고	근입깊이 부족과 스트러트 및 띠장 설치불량	붕괴	o 지하수 차수불량 등에 따른 지반 연약화와 e-PHC파일의 <e1>근입깊이 부족과 스트러트 및 띠장 설치불량</e1> 등 복합적인 요인으로 <e2>붕괴</e2> 되었을 것으로 추정.
공사장:인적사고	인접도로 방향으로 전도	탑승자 4명 부상	o 공사장 내 흙막이 가시설 작업을 위한 H-PILE 시공 작업 중 다음파일 시공을 위해 장비이동 중 <e1>인접도로 방향으로 전도</e1>되어 통행 중인 차량 2대(탑승자 총4명)를 충돌하여 <e2>탑승자 4명 부상</e2>.
공사장:물적사고	지반의 부분 침하	도로방향으로 전도	o 현장 내 흙막이 가시설 작업을 위한 H-PILE시공 작업 중 다음파일 시공을 위해 장비이동 중 <e1>지반의 부분 침하</e1>로 중심을 잃고 4차선 <e2>도로방향으로 전도</e2>된 것으로 추정.
공사장:인적사고	보강토옹벽(L형옹벽 하부)이 붕괴	인부 4명이 매몰	o 보강토옹벽 상부에 존재하는 공장인 해성정밀에서 [그림1의 좌]와 같이 보강토옹벽 상단부에 건축행위를 하기 위해 설치한 L형옹벽(H=3m)의 저판 보수작업 중 10m 높이의 <e1>보강토옹벽(L형옹벽 하부)이 붕괴</e1>(연장 10m)되어 작업 중인 <e2>인부 4명이 매몰</e2>.
공사장:물적사고	지표수 침투로 지반이 연약	붕괴 발생	o 해빙기로 인하여 느슨해진 지반에 우수 등 <e1>지표수 침투로 지반이 연약</e1>해져 <e2>붕괴 발생</e2>된 것으로 추정.
공사장:물적사고	굴삭기 작업 충격과 상재하중	붕괴	o 준공 후 45년 경과한 노후 건축물로 이미 다수의 균열이 진행된 상황이며, <e1>굴삭기 작업 충격과 상재하중</e1>에 의해 <e2>붕괴</e2>된 것으로 추정됨.
공사장:인적사고	건축물이 붕괴	굴삭기 기사가 매몰	o 해당 사고 건축물은 45년 경과('71년 사용승인)한 연화(조적) 구조 3층상가(근린생활시설) 건물로서, 용도변경 승인을 받은 후 내부 리모델링 작업을 위하여 1층에서 소형굴삭기로 작업을 진행하던 중 <e1>건축물이 붕괴</e1>하여 <e2>굴삭기 기사가 매몰</e2>되었음.
공사장:물적사고	토사의 자중	붕괴	o 적치 부지가 협소하여 굴착토사를 굴착면 인근에 적치 및 과적하여 <e1>토사의 자중</e1>에 의해 <e2>붕괴</e2>(Sliding)된 것으로 추정.
공사장:인적사고	토사의 일부가 근로자에게 붕괴	매몰 사망	o 사고지점 보도(3m) 하부에 우수관로를 설치하기 위한 굴착작업 중 작업근로자가 굴착면 하부에 지장물을 확인하기 위하여 사고지점으로 내려가 있던 중에 굴착면 인근에 적치한 <e1>토사의 일부가 근로자에게 붕괴</e1>되어 <e2>매몰 사망</e2>.
공사장:물적사고	D/P 휨 발생	붕괴	o D/P 접합부(50㎜겹침) 위치를 지지보와 지지보 사이에 위치토록 설계되어있으나, 이를 지지보 상단에 위치하도록 하고 겹침 이음없이 점(Spot)용접으로 시공하여 <e1>D/P 휨 발생</e1>으로 <e2>붕괴</e2>된 것으로 추정.
공사장:인적사고	데크플레이트가 붕괴	근로자 2명이 추락 사망	o 2월18일(목) 09:50분에 태안화력발전소의 이송탑과 보일러동을 연결하는 연결통로(갤러리)시설 지상 60m(12층)의 이동통로 바닥 데크플레이트(D/P) 시공 후 Con'c 타설(24㎥) 중 <e1>데크플레이트가 붕괴</e1>되어 Con'c 평탄작업 중이던 <e2>근로자 2명이 추락 사망</e2>.
공사장:물적사고	석축의 횡방향지지력이 약화	붕괴	o 기초 굴착과 진동 등으로 <e1>석축의 횡방향지지력이 약화</e1>되어 <e2>붕괴</e2>.
공사장:물적사고	지반 연약화	현장측으로 붕괴	o 석축하단부에 위치한 다세대주택(상도1동 419-2) 신축을 위하여 바닥 굴착 및 Mat 기초 타설(3일 경과) 후, 강우 등에 의한 <e1>지반 연약화</e1>로 부지인근 석축(메쌓기 방식)이 <e2>현장측으로 붕괴</e2>됨.
공사장:물적사고	석축벽면이 연약	붕괴 발생	o 석축 옹벽이 강우 및 해빙으로 인한 <e1>석축벽면이 연약</e1>해져 <e2>붕괴 발생</e2>된 것으로 추정 됨.
공사장:인적사고	데크플레이트가 떨어지면서	작업인부가 추락	o 바닥슬래브 콘크리트 타설 중 사고부위 거더(G1HG-139)의 중앙부에 부착된 브라켓의 용접부가 파단되어 브라켓으로 연결되어 있던 빔(G1B-218)과 <e1>데크플레이트가 떨어지면서</e1> 데크플레이트 위에서 콘크리트 타설중이던 <e2>작업인부가 추락</e2>.
공사장:물적사고	브라켓의 용접부 불량	파단	o 사고부위(6.6m×8.0m) 거더(G1HG-139)의 중앙부에 부착된 <e1>브라켓의 용접부 불량</e1>으로 인하여 <e2>파단</e2>된 것으로 추정(그림 4,5참조)
